  2.1273  -0.4241   2.0807  -0.3991
  2.2694  -0.6161   2.2846  -0.5792
  2.2846  -0.5792   2.3149  -0.4835
  0.9781  -1.1310   1.1102  -1.0902
  1.1102  -1.0902   1.1190  -1.0350
  1.1190  -1.0350   1.0529  -1.0658
  1.0529  -1.0658   1.0417  -1.0716
  1.0417  -1.0716   0.9781  -1.1310
  5.2584   0.3488   5.2305   0.3400
  5.2305   0.3400   5.1809   0.3235
  5.1809   0.3235   5.1532   0.3049
  5.1809   0.3235   5.1492   0.3142
  5.0754  -0.7816   5.2153  -0.7307
  5.2153  -0.7307   5.0783  -0.7086
  5.2153  -0.7307   5.2348  -0.6155
  5.2348  -0.6155   5.2353  -0.6053
  5.2353  -0.6053   5.2476  -0.4835
  5.2476  -0.4835   5.2226  -0.4741
  5.2226  -0.4741   5.1343  -0.4343
  5.1343  -0.4343   5.0420  -0.4407
  5.0420  -0.4407   5.0044  -0.4829
  5.0044  -0.4829   4.9855  -0.5213
  4.9855  -0.5213   4.9115  -0.4709
  4.9115  -0.4709   4.9535  -0.4587
  4.9535  -0.4587   5.0044  -0.4829
  4.9535  -0.4587   4.9946  -0.3793
  4.9946  -0.3793   5.0168  -0.3668
  5.0168  -0.3668   5.0511  -0.3307
  5.0511  -0.3307   5.0687  -0.3113
  4.9946  -0.3793   4.9643  -0.3683
  4.9115  -0.4709   4.8344  -0.4436
  4.8344  -0.4436   4.7725  -0.3674
  4.8344  -0.4436   4.8040  -0.5204
  4.8040  -0.5204   4.8178  -0.6001
  4.8178  -0.6001   4.7893  -0.6414
  4.8040  -0.5204   4.7377  -0.5309
  4.7377  -0.5309   4.6581  -0.4855
  4.2125  -0.3456   4.2185  -0.3607
  4.2185  -0.3607   4.2410  -0.3392
  4.2410  -0.3392   4.2077  -0.1984
